ID,Unemployment rate,Inflation rate,GDP
d518441f-c10d-4bf0-9c47-b4d8c62744bd,12.7,3.7,-1.7
d51b896a-6b88-45b7-b394-5daba05f1e41,12.7,3.7,-1.7
d55532cc-f5c5-44f9-bcaf-07cf83519197,8.9,1.4,3.51
d563d085-15ad-4d53-985e-f7d5e6b72873,12.7,3.7,-1.7
d5954825-5451-4dd8-8c18-ab70f2ab4ab9,11.1,0.6,2.02
d5995bb0-0e79-42c3-8083-3490c3394548,15.5,2.8,-4.06
d5a391a3-21e8-4fb9-b7ed-e0ea32e9f516,16.2,0.3,-0.92
d685e196-1633-4c0a-a972-5635570dcb59,12.7,3.7,-1.7
d6b4e8db-d97b-4fa2-b34c-8c928423b08d,11.1,0.6,2.02
d6d29efe-b679-459c-9d15-77fb60d3e6ec,8.9,1.4,3.51
d6de4517-c150-40aa-8e07-097b9b35ac0f,12.4,0.5,1.79
d6ef484e-e07c-40ca-81fb-040d49b6b307,11.1,0.6,2.02
d6f24a28-518c-4b4c-ade9-b57f98098af6,11.1,0.6,2.02
d6fd9efe-3b80-482e-85a0-d6cade081edd,12.7,3.7,-1.7
d70a223f-341c-4e9c-8687-6e584f5d2a26,15.5,2.8,-4.06
d71eb104-d92f-4516-a096-b577d2aed33a,9.4,-0.8,-3.12
d72d3503-1a28-4e94-9254-1f410f64d397,11.1,0.6,2.02
d7409a25-606c-4f78-bf6e-276acae0fac7,10.8,1.4,1.74
d748e03b-154c-43c5-a101-3bd8f52c50f1,11.1,0.6,2.02
d77b035b-e238-4b12-9266-46738c136214,8.9,1.4,3.51
d79c76cb-f2ae-4b99-b5dd-399c219867f2,7.6,2.6,0.32
d7a855a7-b85c-43fb-a6c1-cc9a1e4c1832,7.6,2.6,0.32
d7b8f624-ad79-4cfe-b285-f3495146f1a1,8.9,1.4,3.51
d7bdabe7-1978-4b6a-b884-9b4597460546,13.9,-0.3,0.79
d7c1c8b4-376c-495c-94fe-b63dc089fa83,12.7,3.7,-1.7
d7da22bd-9840-4985-a8d0-551a0bd0f3c5,13.9,-0.3,0.79
d7e83cd2-829f-4982-91ac-de2290069fb6,15.5,2.8,-4.06
d7f37b59-91a2-414d-b8e2-2f1ecbdd8764,13.9,-0.3,0.79
d881a0bf-fa84-4265-8593-65d256223b05,10.8,1.4,1.74
d88420d8-abad-4fc0-bf56-457c32287afa,12.4,0.5,
d8ab8c3d-2842-477a-8bf9-2173abfe7fd4,11.1,0.6,2.02
d8d09039-207f-4ebd-b3b8-f1cedca3a97a,11.1,0.6,2.02
d8e61265-7d98-4a1d-9540-01992f5251db,10.8,1.4,1.74
d8eaebb8-77ac-44f4-a65d-e45a875e54e4,13.9,-0.3,0.79
d9051a4e-7d94-479c-a06f-4e2d6c489cfb,15.5,2.8,-4.06
d95989ff-3d81-4a02-9348-474d7abd0cfe,16.2,0.3,-0.92
d9c393a1-e0dd-4b08-a863-b2f46659b9b3,10.8,1.4,1.74
d9cb201e-e0c2-4c2f-9440-8e86d1811b72,9.4,-0.8,-3.12
d9d1323b-56f4-42f6-88d5-5718edbb34e8,15.5,2.8,-4.06
d9d3ee76-1745-4018-9139-102e5c6970fe,13.9,-0.3,
da18a295-6b8e-4a19-92ce-b515addf8b1c,12.4,0.5,1.79
da3f0807-f327-4687-a065-68b577dc10d8,10.8,1.4,1.74
da492f47-30c6-4078-860b-c34b351de2af,10.8,1.4,1.74
da810e33-ebda-40a3-96e1-b22975baa71d,11.1,0.6,2.02
dac414f4-a7ec-42d3-83c2-0c3de2c7bdaa,12.4,,1.79
dae9153e-7b44-4b82-b892-bc0fc268f29c,13.9,-0.3,0.79
daf07243-766e-4a9c-bd01-ec1524f78a17,13.9,-0.3,0.79
daf28598-0376-43dc-b01e-127989d8b6b3,13.9,-0.3,0.79
db216a0f-e6da-4d31-9735-a473d1eaa033,12.4,0.5,1.79
db3f68fc-0a9a-4a15-be91-558ffb43a438,13.9,-0.3,0.79
db70f7a1-9d9a-4549-b43f-eed83fb0515e,12.4,0.5,1.79
db9e8e7e-1cca-466d-b022-0497327d85f2,11.1,0.6,2.02
dba35c61-e129-4b7d-8bb3-69972aee9380,7.6,2.6,0.32
dbc409a8-d550-45c3-ab1b-dbfaed40c213,9.4,-0.8,-3.12
dbd0a509-362e-44cc-a26f-4ecdcf81587e,12.7,3.7,-1.7
dbd8de53-49d4-480f-8a0a-5dbae2a0e1df,8.9,1.4,3.51
dbe88675-c2f9-40cb-81f9-9a67ee917e09,15.5,2.8,-4.06
dbe8eb15-258f-4f88-9ab9-05c8956dc915,11.1,0.6,2.02
dc341822-ce07-4b4e-aee1-427afb17550b,9.4,-0.8,-3.12
dc6caffd-ba6c-4dc5-949c-7d90e8db5660,9.4,-0.8,-3.12
dc872318-1317-4954-9b15-9b364e004cc3,13.9,-0.3,0.79
dcb8c577-1e16-4cd1-a3ca-3f9958f186c8,7.6,2.6,0.32
dceb1da5-f2f0-4240-ae9a-572533798ffd,15.5,2.8,-4.06
dd13bf85-69de-4447-8e71-aa892e17249e,13.9,-0.3,0.79
dd1c6793-7b6f-41e5-b86b-87aa4ca2d2c6,12.4,0.5,1.79
dd331c76-2353-4e6d-b469-afeacfc0b975,9.4,-0.8,-3.12
dd5322c2-cbcc-42ca-9455-fb813708f03e,12.4,0.5,1.79
dd7a076c-9546-4206-ac65-440f9e37314f,9.4,-0.8,-3.12
dd947626-e71a-4083-96cf-3e817750b8d6,7.6,2.6,0.32
dde3811a-df3b-4c43-b1cd-f1e638cf7e76,9.4,-0.8,-3.12
ddf201cb-13d2-4e46-abdc-5e803f723c29,11.1,0.6,2.02
de0f3f16-a62c-48d1-93cc-5776be6706ab,15.5,2.8,-4.06
dee4c383-9721-4c88-b733-4331050e2e55,7.6,2.6,0.32
deea255a-5b1d-4707-964a-d5dd3d16068e,13.9,-0.3,0.79
df19300c-44a6-4c51-a77f-7cfa537c7784,12.4,0.5,1.79
df34d623-1b25-477c-84ef-921d72ed84f9,11.1,0.6,2.02
df620376-f753-48c1-acf8-4f040c89b50e,12.4,0.5,1.79
df7f9d40-94d5-4474-b152-b9831ba01359,8.9,1.4,3.51
dfcd8f30-0390-45d3-bb3e-f195ce84f84a,11.1,0.6,2.02
e00d5aad-62a6-4d5f-bcef-e095bf16f582,13.9,-0.3,0.79
e0427af5-8fc4-4538-a1ba-0842a7e797be,15.5,2.8,-4.06
e0720393-4ab1-4633-91f9-3a9cdfebd38b,8.9,1.4,3.51
e0a59406-e38e-4ba4-bae3-fc9978b6fc92,16.2,0.3,-0.92
e0c48b66-8e0a-41f4-9360-144809c777ff,13.9,-0.3,0.79
e0d34d55-a1c3-40e3-ab30-513deeedb3c4,15.5,2.8,-4.06
e0f7c6aa-3f45-44a2-ab00-f0f94232be25,7.6,2.6,0.32
e1f0b3d4-d141-4f12-938a-1a44cb808a69,8.9,1.4,3.51
e21ebfc6-d9c2-442a-a01a-7ee196156ff1,7.6,2.6,0.32
e253ed7b-e145-460e-910c-5147d98985ca,15.5,2.8,-4.06
e257ad50-8342-4e03-b62c-a51382d66f23,12.4,0.5,1.79
e2da8311-1d8e-46c1-bf12-75c8b847331d,15.5,2.8,-4.06
e2dbb23d-fb43-440a-b057-32c935d6e970,10.8,1.4,1.74
e307cc62-6093-4b06-9b82-96787feb6624,,-0.8,-3.12
e342b242-28d7-409c-bb8c-3269af4baec0,10.8,1.4,
e376652c-318c-4c9d-b4c5-8ea75d4cecb6,9.4,-0.8,-3.12
e3952ad0-4514-4339-8b4c-fadfe92db37c,9.4,-0.8,-3.12
e39b746a-70da-4d68-a4e7-095c52ef2451,9.4,-0.8,-3.12
e3fbc5a4-c7e3-4a4c-8589-d224f12b57e6,10.8,1.4,1.74
e40ce29d-3474-4c35-9ebd-edd3dc255960,7.6,2.6,0.32
e4109ce6-1456-44c3-90b5-e8f5bf6d99f1,7.6,2.6,0.32
e420c010-f5c5-4af7-9fd2-d43fe95ed425,10.8,1.4,1.74
e462e132-ed3a-4cc1-92d3-a578a1f2eb96,9.4,-0.8,-3.12
e473fb2f-587d-4e11-8752-901f16fb3be2,15.5,2.8,-4.06
e47995ae-d8b2-410b-94af-c574154795f7,8.9,1.4,3.51
e48c508b-b86d-4240-aa24-2862bf945565,7.6,2.6,0.32
e4b0c8b3-f3f8-47ac-83fc-24e945d67144,12.4,0.5,1.79
e5013874-f44d-4500-95d2-aa50f619e09c,12.4,0.5,1.79
e57bc463-1e2f-439e-a3f8-a226e79870ad,11.1,0.6,2.02
e5909dd5-8cbd-4a93-9327-14e624923c6b,15.5,2.8,-4.06
e5e127a2-5660-4530-b5d8-71c4cf19ebb1,15.5,2.8,-4.06
e64f7909-b4dd-4b04-b59d-e89b26a2c04a,9.4,-0.8,-3.12
e694be37-6939-4c8f-bf52-ab6d2576c519,10.8,1.4,1.74
e6be7573-d987-42ae-a26c-878a346756e9,13.9,-0.3,0.79
e73c835c-2959-407a-a044-af71bad0204b,12.4,0.5,1.79
e7749ce5-169e-448a-a758-a54441d048e0,7.6,2.6,0.32
e7c0628f-e58d-40b1-8860-bf3df59ac88e,9.4,-0.8,-3.12
e7dbdc3e-82c1-48ce-8c1f-055b69dd2746,7.6,2.6,0.32
e7f5d833-c79d-4d8a-8acc-959878b3d76d,15.5,2.8,-4.06
e8006296-0708-4978-ae7b-270b166cdf28,15.5,2.8,-4.06
e814e8b0-9b66-4ff7-b43f-544864e5e578,16.2,0.3,-0.92
e81df202-5cc5-421c-897d-56a40d6bd2e7,9.4,-0.8,-3.12
e8282657-d79c-42c4-9866-8668d8f57f00,15.5,2.8,-4.06
e8348474-e422-4265-854c-2c7c1e77d3ac,10.8,1.4,1.74
e864ddbc-6395-4506-96f7-a99faa225690,12.4,0.5,1.79
e879db5d-ffd3-4f0a-9703-e78997e419a8,12.7,3.7,-1.7
e87db953-4713-413c-a7d8-965b14f85029,9.4,-0.8,-3.12
e8d3db28-fd50-4ded-a87c-0ddb354d798c,12.7,3.7,-1.7
e8d79ba4-3965-4d33-839f-b6301eb768b3,12.4,0.5,1.79
e9252bf0-3732-4757-b143-3747c75d2969,13.9,-0.3,0.79
e926c722-7dd5-4868-80b0-4da3c15b9978,15.5,2.8,-4.06
e930c73a-0301-4936-ad12-da5faf155074,12.4,0.5,1.79
e9313990-89b8-43b8-bf9e-dacff7adf35f,10.8,1.4,1.74
e95fea8f-0a44-4fb6-be88-9780f5d087ba,10.8,1.4,1.74
e97d4e45-7447-4647-aa50-bf4e6297d0ee,10.8,1.4,1.74
e983a9a9-329a-475b-868e-fe574edba62b,15.5,2.8,-4.06
e988c86c-9e9c-49e9-92a1-09f060eac252,15.5,2.8,-4.06
e9af4386-f16d-4f70-8ba0-978615346803,12.7,3.7,-1.7
e9fd16b3-c09c-4214-9708-6fd1d2cc7120,7.6,2.6,0.32
ea308ca3-89c8-4480-a1e2-2d83a3211fe6,12.7,3.7,-1.7
ea39c6d9-1102-4f16-b4c1-f612a050cb68,10.8,1.4,1.74
ea4882af-1633-4f71-a746-49bdaeb73996,7.6,2.6,0.32
ea4e6f3f-db90-45a7-b398-af82361d21cc,7.6,2.6,0.32
ea5d5135-4ec9-4d86-8cf6-959423fd72ad,8.9,1.4,3.51
ea8a0446-0a13-4834-8ff1-4930a2c107cd,13.9,-0.3,0.79
ea92b159-3733-4808-9bba-8b8fcdfed6cf,12.7,3.7,-1.7
eaa6b631-e958-4ce0-8f15-9a6a0feec8f3,8.9,1.4,3.51
eab3c0a2-b102-4008-9df7-12cc24777e1c,15.5,2.8,-4.06
eaf3f1f3-0e61-4bf7-adbd-c5893b3f8e26,10.8,1.4,1.74
eb228f75-efbc-4960-81a0-5fe39e9a6ebc,16.2,0.3,-0.92
eb36365f-bdd4-4335-a8b2-56a0668c6307,10.8,1.4,1.74
eb3aecc3-0422-4f13-a33c-d4f7d7dedf70,8.9,1.4,3.51
eb5766a7-7587-465b-9217-b8b7e89e6dd7,10.8,1.4,1.74
eb5cd14d-28a6-4ff7-8747-7812754bbe9b,8.9,1.4,3.51
eb8fd91c-d732-41f2-9ca6-fe29cde92f21,15.5,2.8,-4.06
ec0c37ad-e108-4f2e-b499-bdf98b95e1f6,11.1,0.6,2.02
ec703702-e307-436e-9545-bc1b48351c29,7.6,2.6,0.32
ec7f0cbb-b4e5-483d-a87b-b4a9448caafb,12.4,0.5,1.79
ec9ca2e6-a2c0-4239-8e82-77a164c4caa0,10.8,1.4,1.74
ec9f596d-8956-4fad-a20b-cb390b7e9699,15.5,2.8,-4.06
ecae0831-4068-4ccb-a6ba-802e25e39ebd,16.2,0.3,-0.92
ecc2bce4-970c-4110-bbd2-317df19ca59a,12.4,0.5,1.79
ecdb826a-be67-442d-afd5-5cfc57a86df3,12.7,3.7,-1.7
ed2c1cde-c886-4fda-ba9f-c29b1dc2bef1,7.6,2.6,0.32
ee028367-1712-4d63-ada7-23095a0fb42a,15.5,2.8,-4.06
ee117729-0daa-4578-acb7-9e4c760c9e2c,9.4,-0.8,-3.12
ee458533-adac-4ce2-9665-5a76976969f0,12.4,0.5,1.79
ee4f79dd-22c3-40fd-ae54-ed92c97c636e,10.8,1.4,1.74
ee63d457-a43b-4f7a-8cfe-d7249aec3890,10.8,1.4,1.74
ee64abe9-359a-4246-bf40-852f54518e81,12.4,0.5,1.79
ee754eff-536c-4555-9f82-97a65c32612a,12.7,3.7,-1.7
ee8808bd-0e84-4097-9efe-e85638da1d32,16.2,0.3,-0.92
eeb9c417-ce56-4a5b-9bfa-576724e23487,9.4,-0.8,-3.12
eebd8590-d10d-444b-8673-88516ed71049,16.2,0.3,-0.92
eee58f3f-abda-4fc7-adac-6d07f3aab7f2,16.2,0.3,-0.92
ef4e71e2-f099-473e-8dd1-8700d8b46c80,12.7,3.7,-1.7
ef90d831-f88e-4296-8e87-4a530a24d872,16.2,0.3,-0.92
efa6819e-d1a2-4912-9ffb-d32b3902351b,12.7,3.7,-1.7
efb014b6-f16d-4cae-ba7a-964a4688a7c1,12.4,0.5,1.79
efbe6639-eb5b-4e58-b9b1-295ffe1d28e3,8.9,1.4,3.51
f0017296-5fef-4c8a-a62b-7f6f0f987986,11.1,0.6,2.02
f00d7d0e-3b8e-4549-816b-754340442b9e,16.2,0.3,-0.92
f01b5c1b-e3f3-4162-ab59-83e1230b5030,13.9,-0.3,0.79
f0291377-c788-45e3-8913-f04faf7b8fb0,7.6,2.6,0.32
f061699c-52e0-427a-aa42-694ba81358b6,13.9,-0.3,0.79
f078705a-c6b7-44f2-841b-75dc24bfbc77,11.1,0.6,2.02
f09fdef1-4965-4d4b-8305-b78751d03b6e,10.8,1.4,1.74
f0a0041b-8c9c-41be-8016-3f23f5237147,10.8,1.4,1.74
f0aa96f7-bcd9-4f3b-98e1-2d786b97025d,13.9,-0.3,0.79
f0af0027-7e54-46e1-a76e-c7787bbdc5e6,13.9,-0.3,0.79
f0ea6346-c836-4ca2-8121-de8f7921e84f,15.5,2.8,-4.06
f10fbb96-7fad-43cb-8e95-0ebb9b68e076,13.9,-0.3,0.79
f115ed4c-0935-40f0-a6ae-8ff9f1b4beb3,10.8,1.4,1.74
f11eb25d-7ea2-404e-b534-f143091177da,12.7,3.7,-1.7
f1252737-8671-4181-a182-fb02193e54cc,10.8,1.4,1.74
f1418bb7-27a6-4177-aa4b-39ea4b5de4fe,12.4,0.5,1.79
f17c3675-d2f1-4d9d-9ce6-ad828322eb6d,11.1,0.6,2.02
f192bdcd-074a-4c4e-a963-1f3020c6b89d,9.4,-0.8,-3.12
f19a1d92-2368-4d00-9b68-94af3c2c9812,10.8,1.4,1.74
f1a919f5-205c-4d05-96ba-e715b5b0ee98,8.9,1.4,3.51
f1ce8d3f-cef2-4c0d-9f01-6cb645930533,9.4,-0.8,-3.12
f1e72d02-4a13-4e8c-a32b-7f4ed22162f3,10.8,1.4,1.74
f22205be-0ac2-40a2-83b8-8f5ae2392195,7.6,2.6,0.32
f22a09b6-aa40-4bd8-9653-01e3ee7a6b08,16.2,0.3,-0.92
f22d133e-fa98-4d66-a1ef-6e1de4684a3f,12.7,3.7,-1.7
f2424b75-5f17-4a11-9e19-03f9c3ab5fc8,8.9,1.4,3.51
f2780831-ddc5-48d0-b993-de7b8a8e546d,10.8,1.4,1.74
f2ec325f-7e76-4f8c-8ec8-326821a300c9,15.5,2.8,-4.06
f3114537-3421-45ac-aadb-15cf10c2a635,9.4,-0.8,-3.12
f35c8d5f-00bf-463d-aa54-f744a88b1390,7.6,2.6,0.32
f367fe50-34a0-4041-ac51-140d54d0d4f9,12.4,0.5,1.79
f37ab9e1-77e3-4af8-9868-19642a4f1ff1,16.2,0.3,-0.92
f39ebc83-1ecc-4073-9503-12c8044770f2,16.2,0.3,-0.92
f3a1b873-2256-46d0-9758-2d598e58869e,12.4,0.5,1.79
f3ae9308-6574-4fa5-9904-96da543641de,10.8,1.4,1.74
f3e23c6c-f464-4a87-94c1-0fa68ef54632,13.9,-0.3,0.79
f43cfe7f-254c-4929-8caf-6e5e5b876776,12.4,0.5,1.79
f48f0136-ef58-4a6f-8944-7521f75092f0,11.1,0.6,2.02
f4a626a5-d730-4008-8fbb-dd92dd02a714,,0.3,-0.92
f4b0f2db-7427-45ec-aec0-a01424574504,9.4,-0.8,-3.12
f4c9048a-3c3f-4d04-9a38-eb8fbc72c5b6,9.4,-0.8,-3.12
f4ee7e71-f354-4927-851b-cf71837471f2,12.7,3.7,-1.7
f51d5fb7-c56c-4092-8dbd-ea619f64498d,7.6,2.6,0.32
f564a950-58da-44ec-a66a-2217617150ea,9.4,-0.8,-3.12
f57c6a99-3976-48f6-86e8-809f02da0930,9.4,-0.8,-3.12
f5b10ac3-035b-4c53-9a98-2d00e88aecad,8.9,1.4,3.51
f5b52bdd-7937-4325-bb4c-3e1274c4018f,12.7,3.7,-1.7
f5bb20ee-3b7a-48b5-9e48-c86bd862bc1d,9.4,-0.8,-3.12
f5cd0be7-1181-42a6-ae7d-834b4a437d1c,7.6,2.6,0.32
f5d812f4-1ffe-4c61-a4f5-f7cf6cd63a2b,16.2,0.3,-0.92
f606eddd-3ff8-4165-8eab-16fd98372591,10.8,1.4,1.74
f62f3140-3bcc-472c-a20f-d9f3fbc413ad,10.8,1.4,1.74
f62fe985-7b86-4256-83ff-1df9f4a573e3,16.2,0.3,-0.92
f675e1f1-b7c3-4f92-ac6c-bb81ddfb85a6,9.4,-0.8,-3.12
f6ee2727-5956-4d42-a352-a13fc04d8972,16.2,0.3,-0.92
f6f9ac7d-9916-4590-97f4-b4483dd1d212,15.5,2.8,-4.06
f71575f7-5e49-47a8-8891-553d72e2fd5f,10.8,1.4,1.74
f73927fa-faad-4023-ab33-3bd4109e8448,9.4,-0.8,-3.12
f76eb968-09b5-45bc-97d3-72a73dae03a3,13.9,-0.3,0.79
f77133d0-1e88-47ba-a992-4141b4331970,16.2,0.3,-0.92
f77b5238-515d-4c3f-834b-55aa9369558a,12.7,3.7,-1.7
f7a6a57e-f63f-4bb0-9300-5bd870f60eda,16.2,0.3,-0.92
f7d1ab55-0e95-435a-b77d-915762aad552,11.1,0.6,2.02
f7d7bc6d-ef2a-4061-8c7c-e0bdd94335c8,12.4,0.5,1.79
f8425f05-8004-4cc3-9ea7-5561c4c987ad,8.9,1.4,3.51
f85621d3-0273-4e05-a57d-31bedbe61946,9.4,-0.8,-3.12
f8747e48-6bd2-47e7-9f1a-d8b7543755af,11.1,0.6,2.02
f87ec721-cd24-4fb8-be82-f49218d8b2e4,15.5,2.8,-4.06
f8831b3c-b298-4a23-87ae-82bbfccd8749,11.1,0.6,2.02
f8ae47c5-8e3a-44ba-9c9b-81e106acafc9,7.6,2.6,0.32
f92e20af-efac-495d-bb44-b04b106a2155,12.7,3.7,-1.7
f9ea3265-819d-4a2b-bad6-8ad77d846a83,11.1,0.6,2.02
fa1ebd99-773d-414d-85e5-3d7826402f71,11.1,0.6,2.02
fa5ce5bb-5990-4668-93cf-70c809697a99,12.7,3.7,-1.7
fa871562-1315-4431-8c01-45be44d9ccfd,12.7,3.7,-1.7
fa9ea024-f642-4729-b69b-e70a06f8b5d3,12.4,0.5,1.79
fb2506eb-aae2-40fd-a590-f4476e5bba22,7.6,2.6,0.32
fb5ce466-c7e6-42cd-b35c-3f2251a7dc2d,13.9,-0.3,0.79
fb62f5f8-2882-4b8d-9e1e-e75ae85e8a25,12.4,0.5,1.79
fb84330a-1c43-4ece-a348-dbe57df9ec20,9.4,-0.8,-3.12
fb8749ff-06a8-45c3-8c9e-626f0834c1ae,12.7,3.7,-1.7
fb8ae5ec-b846-489a-8925-0e2966b62ce3,9.4,-0.8,-3.12
fb8d5b9e-7add-43a9-86eb-c5d45c1e3114,11.1,0.6,2.02
fbb11fa5-4d84-4f1a-a18b-2f2d367f46c2,10.8,1.4,1.74
fbb4f21c-8e5c-4c84-b8b3-6639a2125aee,8.9,1.4,3.51
fbd2137a-cef9-44db-954a-65c04baad6fd,10.8,1.4,1.74
fbda0b96-3b66-483d-9c91-e30a9c9b5ece,15.5,2.8,-4.06
fc690fe0-7af0-428c-86c4-3542ec07dc0d,16.2,0.3,-0.92
fc6c5d3e-845c-4e3b-afb8-a36f924493a0,7.6,2.6,0.32
fc9410f9-05c7-4c41-a07d-42f7bb8e1db9,8.9,1.4,3.51
fc9963cb-fd4c-4007-88a4-2b1d43ad0a38,12.4,0.5,1.79
fc9f527a-52c9-463f-8e8d-ba1f2b495325,11.1,0.6,2.02
fcb9fac0-d66b-4459-aa56-f5ea9b4e2b75,11.1,0.6,2.02
fd110a38-0922-487b-820f-a70d3367fd31,9.4,-0.8,-3.12
fd6335f6-ade3-4581-9933-a60fa4748363,12.4,0.5,1.79
fd94748d-7e15-4cdc-b769-cbdd119c27f6,13.9,-0.3,0.79
fdd82c06-b6f0-4ab9-a264-b44d4c12bcf8,16.2,0.3,-0.92
fdfbc0c8-4f2c-49d0-a98f-17c802f06bed,10.8,1.4,1.74
fe2532e5-4331-4c27-9f93-9a245ed50da8,9.4,-0.8,-3.12
fe286ea2-20bf-41d8-82e9-906c51ae92be,12.4,0.5,1.79
fe291319-c0a0-4869-945e-1faa5df78438,9.4,-0.8,-3.12
fe2fa313-8d66-4495-a961-7ace2ffbbdf1,12.4,0.5,1.79
fe7c9828-ffb7-46ef-83ce-3f55a69c1beb,7.6,2.6,0.32
fe7e778e-7c9b-4c08-84c9-1154a39ac2a7,10.8,1.4,1.74
fea33ba3-575e-4d4c-8009-4cb04079f638,7.6,2.6,0.32
fec8e2f3-8233-4e8d-94ec-0b2042badfae,11.1,0.6,2.02
feffe336-ae3a-4fdf-86ca-7d9eabd16a5c,11.1,0.6,2.02
ff08c5e0-6dc4-4bd1-87ce-ef57efcd2192,12.7,3.7,-1.7
ff0e0a16-a22a-4cc6-b2f0-c673796534d4,13.9,-0.3,0.79
ff76802d-cb40-4017-be43-33d93fe97a5c,8.9,1.4,3.51
ff7960ec-d45e-4955-af16-c24eb2126924,12.4,0.5,1.79
ff8cbdba-fdb5-41e1-ba27-8781b54d5a99,16.2,0.3,-0.92
ffcd6931-8a6a-4a62-8f3f-cd59ef355120,7.6,2.6,0.32
ffd9480f-9560-4f6b-ace1-5983b5ffa86f,12.4,0.5,1.79
fffed543-93c3-41ab-a7b1-315eae77753d,7.6,2.6,0.32
00028ac1-a0ab-486f-bfdd-de2b0bf70980,9.4,-0.8,-3.12
0042c5f7-ced9-44b6-be73-7064e2469311,8.9,1.4,3.51
00d10437-4030-4db2-ab4c-f02719184321,8.9,1.4,3.51
00db84e6-926d-4c62-96cf-157d4af6b6f5,15.5,2.8,-4.06
00e6ec8f-86f2-415c-8487-9da70898a56f,11.1,0.6,2.02
01574930-3f7a-46eb-9f47-8dafc40101bd,13.9,-0.3,0.79
01cf5564-5edc-41df-8c8c-8dc712fad3fe,12.7,3.7,-1.7
0211823f-d2a3-4901-8655-690608a32ce8,8.9,1.4,3.51
028549f9-a0e8-43ed-8441-7bdef2bdf1ea,12.7,3.7,-1.7
029c6b75-3f75-453e-9bc5-ec1d94f19d3f,12.7,3.7,-1.7
02d7cbdb-778d-48a9-bd74-3abd48d02fc9,10.8,1.4,1.74
03133fd0-43aa-4976-816d-1407417f10aa,8.9,1.4,3.51
034dd651-d510-4e1d-9b67-d6d2f875adbd,15.5,2.8,-4.06
03a0d5c3-5d0c-41e8-8d6a-70796d97654a,10.8,1.4,1.74
03a61d89-f856-4175-8e8b-5975ea9efa3f,16.2,0.3,-0.92
03a87f1a-d78c-4af9-b674-37de4ac68d9d,13.9,-0.3,0.79
03aa1fcc-061e-4252-beaa-00f5a14b5696,12.4,0.5,1.79
03bd7a65-9891-4808-9ba1-d0c3e3773836,9.4,-0.8,-3.12
040bfda4-b198-4cf7-a9f7-219114ba15db,7.6,2.6,0.32
041226a9-4953-4981-800c-c2f7fa88a389,10.8,1.4,1.74
0462fd54-e03e-4861-a2f7-225911427b71,10.8,1.4,1.74
04cb187a-1544-4526-baf1-aedbe9c43274,10.8,1.4,1.74
04e66754-e959-4069-b428-3f4bfbc21637,11.1,0.6,2.02
04ee59ec-7249-4748-a583-9008630686d1,9.4,-0.8,-3.12
050c899f-874c-42be-b0ef-ee56e4574c2c,11.1,0.6,2.02
051b8d70-6561-4bc4-8535-2c415d0f2e66,13.9,-0.3,0.79
0520280c-9f96-4f2f-a79d-fd72b0685ad7,7.6,2.6,0.32
0594682b-6957-4308-8643-13d3c9666abc,11.1,0.6,2.02
05999842-4cf2-4b76-8e26-199b0865f934,7.6,2.6,0.32
05a8774f-88f1-4b48-b79e-0b45f13c1f37,12.4,0.5,1.79
05a8c30e-1f03-43d7-9e68-0366834abdcf,11.1,0.6,2.02
05ca496f-b613-44b0-a43f-19fa22d8ffd6,12.7,3.7,-1.7
061a133a-942d-49a9-966b-58f51a9806d2,11.1,0.6,2.02
06464fd4-7841-4a88-a90a-7167a6a46fda,10.8,1.4,1.74
067e1bf1-fc76-463b-a7c9-040a7c40b7f8,16.2,0.3,-0.92
068ea81a-036f-4b1e-b89d-5c4307d0a745,16.2,0.3,-0.92
06c3bd92-f7bf-4bd7-968c-60500a82b5db,7.6,2.6,0.32
06ecb60f-aa84-474a-bbc3-a1ff12af7ecf,12.4,0.5,1.79
06fafb2c-1d3f-459d-9577-2c7d3bbcbff9,11.1,0.6,2.02
06fb811e-ef54-4147-81b4-4f1a07befffd,15.5,2.8,-4.06
06fddfc9-8609-418f-9e83-ee2014ab9ab3,10.8,1.4,1.74
07187df6-b8dd-4f7a-b1c9-849b962e89cd,13.9,-0.3,0.79
072cd9cc-be6a-497b-bbbf-2ea44c0d93f5,10.8,1.4,1.74
074af5fe-0cbb-4383-8881-9707b9e4e834,12.7,3.7,-1.7
077a1201-2783-492b-86d0-7e359ab6eb14,9.4,-0.8,-3.12
07d9b0e1-9fe6-4e98-a523-68236954cf3e,12.7,3.7,-1.7
07dbab9c-b960-4d33-9cc7-ac94d9b76286,8.9,1.4,3.51
07e8fab8-6b41-42e5-8a54-54fcacce4fa8,16.2,0.3,-0.92
07e92d85-f2e4-4929-8eee-41ae2ac16037,12.4,0.5,1.79
07ef0e8a-5aed-40c9-81a8-0bb967609aaf,8.9,1.4,3.51
080472f5-a166-4d1c-b231-42eca4beeb17,8.9,1.4,3.51
083bd64e-0844-4daf-bdcc-cc50555885ca,10.8,1.4,1.74
085482ee-fad0-4cec-9548-e05329afe6fa,12.7,3.7,-1.7
08a6fc1e-106a-438f-82bb-c21e7be637ac,12.7,3.7,-1.7
08ae1ccb-1ebb-4800-9dc4-63510c8a0b4a,10.8,1.4,1.74
08b06177-0b54-4938-82c5-97a8f3597535,11.1,0.6,2.02
090991f0-b1af-449c-8337-ab522ef3f9f4,13.9,-0.3,0.79
0969f430-8f9c-4d16-8cda-bec727a5ac32,7.6,2.6,0.32
