,ID,Nacionality,Gender,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1053,db216a0f-e6da-4d31-9735-a473d1eaa033,Portuguese,Female,1,15,1,6,1,14,3,3,3,3,1,0,0,1,0,19,0,0,6,10,6,13,0,0,6,19,5,13,0,12.4,0.5,1.79,Graduate
1054,db3f68fc-0a9a-4a15-be91-558ffb43a438,Portuguese,Female,1,1,2,12,1,1,22,27,10,8,1,0,0,1,1,19,0,0,7,8,7,14.7875,0,0,8,8,8,15.8625,0,13.9,-0.3,0.79,Graduate
1055,db70f7a1-9d9a-4549-b43f-eed83fb0515e,Portuguese,Female,1,1,1,12,1,1,13,14,6,8,0,0,0,1,1,19,0,0,7,7,7,13.7,0,0,8,9,7,14.67142857,0,12.4,0.5,1.79,Graduate
1056,db9e8e7e-1cca-466d-b022-0497327d85f2,Portuguese,Female,1,1,2,12,1,1,1,27,5,5,1,0,0,1,1,19,0,0,7,7,7,12.49571429,0,0,8,9,7,12.24285714,0,11.1,0.6,2.02,Dropout
1057,dba35c61-e129-4b7d-8bb3-69972aee9380,Portuguese,Female,1,1,1,12,1,1,1,28,2,8,0,0,0,1,0,19,0,0,7,7,6,14.56666667,0,0,7,7,6,14.56666667,0,7.6,2.6,0.32,Graduate
1058,dbc409a8-d550-45c3-ab1b-dbfaed40c213,Portuguese,Female,1,12,1,14,1,9,1,14,2,6,1,0,1,0,0,25,0,0,5,5,5,11.2,0,0,5,5,4,11.25,0,9.4,-0.8,-3.12,Dropout
1059,dbd0a509-362e-44cc-a26f-4ecdcf81587e,Portuguese,Female,1,1,1,12,1,1,13,14,5,11,0,0,0,1,0,20,0,0,8,8,7,12.68571429,0,0,8,8,7,12.68571429,0,12.7,3.7,-1.7,Graduate
1060,dbd8de53-49d4-480f-8a0a-5dbae2a0e1df,Portuguese,Female,1,17,1,10,1,16,1,14,6,6,0,0,1,0,0,23,0,5,9,12,7,13.57142857,0,4,9,14,4,13.25,0,8.9,1.4,3.51,Dropout
1061,dbe88675-c2f9-40cb-81f9-9a67ee917e09,Portuguese,Female,1,1,1,5,1,1,13,14,8,8,0,0,0,1,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,Dropout
1062,dbe8eb15-258f-4f88-9ab9-05c8956dc915,Portuguese,Female,1,12,1,3,0,1,22,9,10,11,0,0,0,1,0,27,0,0,6,8,5,11,0,0,6,7,6,11.16666667,0,11.1,0.6,2.02,Graduate
1063,dc341822-ce07-4b4e-aee1-427afb17550b,Portuguese,Female,1,1,1,12,1,1,13,1,5,5,0,0,0,1,0,18,0,0,8,8,8,14.445,0,0,8,8,8,14.445,0,9.4,-0.8,-3.12,Graduate
1064,dc6caffd-ba6c-4dc5-949c-7d90e8db5660,Portuguese,Female,1,1,1,16,1,1,13,1,6,11,1,0,1,1,0,18,0,0,6,9,5,13.6,0,0,6,10,4,11.75,0,9.4,-0.8,-3.12,Enrolled
1065,dc872318-1317-4954-9b15-9b364e004cc3,Portuguese,Female,1,4,1,3,0,15,13,1,6,11,1,0,1,0,0,23,0,7,12,12,11,14,0,4,10,11,8,14.625,0,13.9,-0.3,0.79,Dropout
1066,dcb8c577-1e16-4cd1-a3ca-3f9958f186c8,Portuguese,Female,1,1,6,12,1,1,23,27,6,7,1,0,0,1,1,19,0,0,7,7,6,13.41666667,0,0,7,7,6,13.41666667,0,7.6,2.6,0.32,Graduate
1067,dceb1da5-f2f0-4240-ae9a-572533798ffd,Portuguese,Female,1,1,1,9,1,1,22,28,4,4,0,0,0,1,0,18,0,0,5,8,5,12.33333333,2,0,5,7,5,11.4,0,15.5,2.8,-4.06,Graduate
1068,dd13bf85-69de-4447-8e71-aa892e17249e,Portuguese,Female,1,14,1,12,1,1,1,14,10,9,1,0,0,1,0,20,0,0,7,8,7,13.1,0,0,8,8,8,14.8125,0,13.9,-0.3,0.79,Graduate
1069,dd1c6793-7b6f-41e5-b86b-87aa4ca2d2c6,Portuguese,Female,1,1,2,14,1,1,13,14,10,10,1,0,0,1,0,18,0,0,6,9,4,13.2,0,0,6,10,5,12.8,0,12.4,0.5,1.79,Graduate
1070,dd331c76-2353-4e6d-b469-afeacfc0b975,Portuguese,Female,1,1,1,12,1,1,1,1,5,5,1,0,0,1,1,19,0,0,8,8,8,14.75,0,0,8,8,8,14.75,0,9.4,-0.8,-3.12,Graduate
1071,dd5322c2-cbcc-42ca-9455-fb813708f03e,Portuguese,Female,1,15,1,10,1,14,13,14,9,9,1,0,0,1,1,19,0,3,6,7,6,13.14285714,0,2,6,6,6,14.33333333,0,12.4,0.5,1.79,Graduate
1072,dd7a076c-9546-4206-ac65-440f9e37314f,Portuguese,Female,1,1,1,16,1,1,23,27,6,6,0,0,0,1,0,19,0,0,6,9,4,12.5,0,0,6,9,5,12.5,0,9.4,-0.8,-3.12,Enrolled
1073,dd947626-e71a-4083-96cf-3e817750b8d6,Portuguese,Female,1,1,1,6,1,1,3,3,2,12,0,0,0,1,0,18,0,0,5,6,4,13.75,0,0,5,8,5,14.85714286,0,7.6,2.6,0.32,Graduate
1074,dde3811a-df3b-4c43-b1cd-f1e638cf7e76,Portuguese,Female,1,1,1,10,1,1,22,27,10,6,0,0,0,1,0,18,0,0,6,11,5,12.4,0,0,6,7,6,13,0,9.4,-0.8,-3.12,Graduate
1075,ddf201cb-13d2-4e46-abdc-5e803f723c29,Portuguese,Female,1,1,2,15,1,1,13,14,5,8,1,0,0,1,0,18,0,0,6,6,6,13.33333333,0,0,6,6,6,12,0,11.1,0.6,2.02,Graduate
1076,de0f3f16-a62c-48d1-93cc-5776be6706ab,Portuguese,Female,1,2,1,16,1,1,13,28,10,10,0,0,0,0,0,28,0,11,11,11,11,11.72727273,0,8,8,8,8,12,0,15.5,2.8,-4.06,Dropout
1077,dee4c383-9721-4c88-b733-4331050e2e55,Portuguese,Female,1,8,1,11,1,1,22,27,6,10,1,0,0,1,0,19,0,0,6,8,4,12.5,0,0,6,11,1,14,0,7.6,2.6,0.32,Dropout
1078,deea255a-5b1d-4707-964a-d5dd3d16068e,Portuguese,Female,1,14,1,2,1,1,3,1,3,4,1,0,1,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Dropout
1079,df19300c-44a6-4c51-a77f-7cfa537c7784,Portuguese,Female,1,1,2,12,1,1,1,27,5,10,1,0,0,1,1,19,0,0,7,8,6,13.53333333,0,0,8,9,7,13.61428571,0,12.4,0.5,1.79,Graduate
1080,df34d623-1b25-477c-84ef-921d72ed84f9,Portuguese,Female,1,1,1,5,1,1,1,14,5,1,0,1,0,1,1,20,0,0,6,6,6,13.16666667,0,0,6,6,6,12.66666667,0,11.1,0.6,2.02,Graduate
1081,df620376-f753-48c1-acf8-4f040c89b50e,Portuguese,Female,1,1,2,11,1,1,13,14,10,10,1,0,0,1,1,19,0,0,6,9,5,13.2,0,0,6,8,5,11,0,12.4,0.5,1.79,Graduate
1082,df7f9d40-94d5-4474-b152-b9831ba01359,Portuguese,Female,1,16,1,5,1,1,5,1,3,11,1,0,0,1,0,21,0,0,6,7,5,12.2,0,0,6,7,4,12.6,0,8.9,1.4,3.51,Enrolled
1083,dfcd8f30-0390-45d3-bb3e-f195ce84f84a,Portuguese,Female,1,1,1,16,1,1,1,14,10,5,1,0,0,1,1,19,0,0,7,7,7,13.42857143,0,0,7,7,7,14.85714286,0,11.1,0.6,2.02,Graduate
1084,e00d5aad-62a6-4d5f-bcef-e095bf16f582,Portuguese,Female,1,1,2,5,1,1,13,1,10,4,1,0,0,1,1,18,0,1,6,8,6,12.71428571,1,0,6,8,6,12.625,0,13.9,-0.3,0.79,Graduate
1085,e0427af5-8fc4-4538-a1ba-0842a7e797be,Portuguese,Female,1,8,2,8,1,1,3,1,3,2,0,0,0,1,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,Dropout
1086,e0720393-4ab1-4633-91f9-3a9cdfebd38b,Portuguese,Female,1,8,1,14,1,1,10,28,10,6,0,0,0,1,1,19,0,0,6,6,6,13.66666667,0,0,6,9,6,13.66666667,0,8.9,1.4,3.51,Graduate
1087,e0a59406-e38e-4ba4-bae3-fc9978b6fc92,Portuguese,Female,1,1,1,15,1,1,23,14,18,16,0,0,1,1,0,20,0,0,,6,5,11,0,0,6,6,6,13.16666667,0,16.2,0.3,-0.92,Graduate
1088,e0c48b66-8e0a-41f4-9360-144809c777ff,Portuguese,Female,1,8,2,16,1,1,1,1,5,1,1,0,0,1,0,18,0,0,7,11,5,11.4,0,0,7,9,6,13.33333333,0,13.9,-0.3,0.79,Enrolled
1089,e0d34d55-a1c3-40e3-ab30-513deeedb3c4,Portuguese,Female,1,14,1,2,1,1,13,14,6,8,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Enrolled
1090,e0f7c6aa-3f45-44a2-ab00-f0f94232be25,Portuguese,Female,1,8,1,8,1,1,1,1,5,6,0,0,0,1,0,18,0,0,5,7,4,12,0,0,5,6,5,12,0,7.6,2.6,0.32,Graduate
1091,e1f0b3d4-d141-4f12-938a-1a44cb808a69,Portuguese,Female,1,8,3,15,1,1,13,14,6,9,0,0,0,1,0,18,0,0,6,6,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,Dropout
1092,e21ebfc6-d9c2-442a-a01a-7ee196156ff1,Portuguese,Female,1,8,3,10,1,1,22,28,1,8,1,0,0,1,0,18,0,0,6,14,5,11,0,0,6,6,6,11.66666667,0,7.6,2.6,0.32,Graduate
1093,e253ed7b-e145-460e-910c-5147d98985ca,Portuguese,,1,9,4,15,1,1,13,14,5,5,1,0,0,1,0,20,0,0,6,12,5,12,0,0,6,8,6,11.57142857,0,15.5,2.8,-4.06,Dropout
1094,e257ad50-8342-4e03-b62c-a51382d66f23,Portuguese,Female,1,8,3,12,1,1,13,1,10,10,1,0,0,1,1,19,0,0,7,7,7,13.30857143,0,0,8,10,8,12.55,0,12.4,0.5,1.79,Graduate
1095,e2da8311-1d8e-46c1-bf12-75c8b847331d,Portuguese,Female,1,1,1,16,1,1,22,27,10,10,1,0,1,0,0,21,0,0,6,8,3,13.66666667,0,0,6,7,3,10.66666667,0,15.5,2.8,-4.06,Dropout
1096,e2dbb23d-fb43-440a-b057-32c935d6e970,Portuguese,Female,1,8,1,14,1,3,10,3,6,9,1,0,1,0,0,20,0,0,6,6,0,0,0,0,6,9,0,0,0,10.8,1.4,1.74,Dropout
1097,e307cc62-6093-4b06-9b82-96787feb6624,Portuguese,Female,1,1,1,11,1,1,22,28,10,10,1,0,0,1,0,18,0,0,6,10,5,12.2,0,0,6,8,4,11.25,0,,-0.8,-3.12,Graduate
1098,e342b242-28d7-409c-bb8c-3269af4baec0,Portuguese,Female,1,1,1,,1,1,1,4,6,4,0,0,0,1,1,20,0,0,6,7,6,12.66666667,0,0,6,6,6,12.83333333,0,10.8,1.4,,Graduate
1099,e376652c-318c-4c9d-b4c5-8ea75d4cecb6,Portuguese,Female,1,1,2,12,1,1,13,27,2,10,1,0,,1,1,19,0,0,8,8,8,14.07125,0,0,8,8,8,14.07125,0,9.4,-0.8,-3.12,Graduate
1100,e3952ad0-4514-4339-8b4c-fadfe92db37c,Portuguese,Female,1,1,1,6,1,6,13,14,10,10,1,0,0,1,0,22,0,0,5,14,4,14.25,3,0,5,9,5,13.2,4,9.4,-0.8,-3.12,Dropout
1101,e39b746a-70da-4d68-a4e7-095c52ef2451,Portuguese,Female,1,8,1,8,1,1,13,14,10,10,1,0,0,0,,22,0,0,6,0,,0,0,0,2,2,0,0,2,9.4,-0.8,-3.12,Dropout
1102,e3fbc5a4-c7e3-4a4c-8589-d224f12b57e6,Portuguese,Female,1,1,2,16,1,1,23,28,8,6,1,0,0,1,0,18,0,0,6,10,3,12,0,0,6,8,4,10.25,0,10.8,1.4,1.74,Enrolled
1103,e40ce29d-3474-4c35-9ebd-edd3dc255960,Portuguese,Female,1,14,1,9,1,1,3,14,10,10,0,0,0,1,0,21,0,3,10,18,6,11.16666667,2,,10,16,7,10.57142857,,7.6,2.6,0.32,Enrolled
1104,e4109ce6-1456-44c3-90b5-e8f5bf6d99f1,Portuguese,Female,1,1,1,10,1,1,13,14,1,6,1,0,0,1,0,19,0,0,6,12,2,13,0,0,6,8,5,11.6,0,7.6,2.6,0.32,Graduate
1105,e420c010-f5c5-4af7-9fd2-d43fe95ed425,,Female,,1,4,2,1,1,22,28,10,,1,,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Dropout
1106,e462e132-ed3a-4cc1-92d3-a578a1f2eb96,Portuguese,Female,1,1,2,12,1,1,19,24,1,1,1,0,0,1,1,20,0,0,8,8,7,14.90142857,1,0,8,8,7,14.90142857,1,9.4,-0.8,-3.12,Dropout
1107,e473fb2f-587d-4e11-8752-901f16fb3be2,Portuguese,Female,1,1,3,12,1,1,23,14,9,9,1,0,1,1,1,18,0,0,7,8,7,12.65,0,0,8,9,8,12.44555556,0,15.5,2.8,-4.06,Graduate
1108,e47995ae-d8b2-410b-94af-c574154795f7,Portuguese,Female,1,16,1,17,0,16,13,27,6,10,0,0,0,0,0,22,0,7,12,12,7,11,0,5,5,5,5,10.6,0,8.9,1.4,3.51,Dropout
1109,e48c508b-b86d-4240-aa24-2862bf945565,Portuguese,Female,1,8,4,6,1,1,13,26,12,8,1,0,0,1,0,20,0,0,5,7,4,12.4,0,0,5,9,5,12.66666667,0,7.6,2.6,0.32,Graduate
1110,e4b0c8b3-f3f8-47ac-83fc-24e945d67144,Portuguese,Female,1,15,1,4,1,14,23,28,7,7,0,0,0,1,0,19,0,0,6,7,6,12,0,0,6,7,6,12.66666667,0,12.4,0.5,1.79,Graduate
1111,e5013874-f44d-4500-95d2-aa50f619e09c,Portuguese,Female,1,1,5,12,1,1,1,14,7,8,1,0,0,1,1,19,0,0,7,8,7,12.13571429,0,0,8,10,7,13.32857143,0,12.4,0.5,1.79,Graduate
1112,e57bc463-1e2f-439e-a3f8-a226e79870ad,Portuguese,Female,1,1,2,12,1,1,23,14,10,8,1,0,0,1,1,20,0,0,7,10,5,12.62,0,0,7,8,6,12.5,0,11.1,0.6,2.02,Enrolled
1113,e5909dd5-8cbd-4a93-9327-14e624923c6b,Portuguese,Female,1,12,1,17,0,1,23,28,4,4,0,0,0,1,0,25,0,0,5,11,3,10.66666667,0,0,5,11,3,11.33333333,0,15.5,2.8,-4.06,Enrolled
1114,e5e127a2-5660-4530-b5d8-71c4cf19ebb1,Portuguese,Female,1,1,1,12,1,1,13,14,10,8,0,0,0,1,1,19,0,0,7,12,6,13.76666667,0,0,8,10,7,14.05142857,0,15.5,2.8,-4.06,Graduate
1115,e64f7909-b4dd-4b04-b59d-e89b26a2c04a,Portuguese,Female,1,9,1,12,1,1,23,27,10,8,1,0,0,1,0,19,0,0,8,8,8,13.11625,0,0,8,8,8,13.11625,0,9.4,-0.8,-3.12,Graduate
1116,e694be37-6939-4c8f-bf52-ab6d2576c519,Portuguese,Female,1,1,1,5,1,1,3,28,2,10,1,0,0,0,0,19,0,0,5,5,0,0,0,0,6,0,0,0,0,10.8,1.4,1.74,Dropout
1117,e6be7573-d987-42ae-a26c-878a346756e9,Portuguese,Female,1,1,1,12,1,1,23,14,10,6,0,0,0,1,0,20,0,0,7,9,6,12.7,0,0,8,8,7,13.57142857,0,13.9,-0.3,0.79,Graduate
1118,e73c835c-2959-407a-a044-af71bad0204b,Portuguese,Female,1,12,2,13,1,1,22,27,10,10,1,0,0,1,0,25,0,0,7,11,7,11.85714286,0,0,8,21,5,11.7,0,12.4,0.5,1.79,Enrolled
1119,e7749ce5-169e-448a-a758-a54441d048e0,Portuguese,Female,1,8,1,12,1,1,13,28,6,10,1,0,0,1,1,20,0,0,7,7,6,12.33333333,0,0,7,7,6,12.33333333,0,7.6,2.6,0.32,Graduate
1120,e7c0628f-e58d-40b1-8860-bf3df59ac88e,Portuguese,Female,1,12,1,10,1,1,23,14,10,10,1,0,0,1,0,24,0,0,6,9,4,15.75,0,0,6,10,5,16.4,0,9.4,-0.8,-3.12,Enrolled
1121,e7dbdc3e-82c1-48ce-8c1f-055b69dd2746,Portuguese,Female,1,1,3,14,1,1,1,1,6,6,0,0,0,1,0,20,0,0,5,6,5,13.33333333,0,0,5,6,5,13.2,0,7.6,2.6,0.32,Graduate
1122,e7f5d833-c79d-4d8a-8acc-959878b3d76d,Portuguese,Female,1,13,1,12,1,1,1,14,5,9,1,0,0,1,0,21,0,4,7,9,7,14.35555556,0,5,8,8,8,13.49375,0,15.5,2.8,-4.06,Graduate
1123,e8006296-0708-4978-ae7b-270b166cdf28,Portuguese,Female,1,15,1,4,1,14,22,28,10,10,0,0,1,1,1,19,0,0,6,8,6,13,0,0,6,11,5,13,0,15.5,2.8,-4.06,Graduate
1124,e814e8b0-9b66-4ff7-b43f-544864e5e578,Portuguese,Female,1,1,1,15,1,1,23,27,10,10,0,0,0,1,1,19,0,0,6,6,6,12.83333333,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,Graduate
1125,e81df202-5cc5-421c-897d-56a40d6bd2e7,Portuguese,Female,1,1,2,14,1,1,22,28,10,10,0,0,0,1,1,21,0,0,5,5,5,13.2,0,0,5,5,4,13,0,9.4,-0.8,-3.12,Graduate
1126,e8282657-d79c-42c4-9866-8668d8f57f00,Portuguese,Female,1,12,1,12,1,3,3,27,3,11,0,0,0,1,0,28,0,0,7,9,7,17.00555556,0,1,8,9,8,16.58222222,0,15.5,2.8,-4.06,Graduate
1127,e8348474-e422-4265-854c-2c7c1e77d3ac,Portuguese,Female,1,1,1,10,1,1,22,28,10,10,1,0,1,0,1,19,0,0,6,8,5,10.6,0,0,6,8,5,11,0,10.8,1.4,1.74,Graduate
1128,e864ddbc-6395-4506-96f7-a99faa225690,Portuguese,Female,1,1,1,9,1,1,22,27,10,7,0,0,0,1,1,18,0,0,5,5,5,14,0,0,5,6,5,13.6,0,12.4,0.5,1.79,Graduate
1129,e879db5d-ffd3-4f0a-9703-e78997e419a8,Portuguese,Female,5,8,5,12,1,1,22,28,6,9,1,0,0,1,1,18,0,0,8,8,7,12.11428571,0,0,8,8,7,12.11428571,0,12.7,3.7,-1.7,Graduate
1130,e87db953-4713-413c-a7d8-965b14f85029,Portuguese,Female,1,1,3,12,1,1,13,27,8,8,1,0,0,1,1,18,0,0,8,8,8,13.05875,0,0,8,8,8,13.05875,0,9.4,-0.8,-3.12,Graduate
1131,e8d3db28-fd50-4ded-a87c-0ddb354d798c,Portuguese,Female,1,13,1,12,1,1,1,2,10,4,1,0,0,1,0,22,0,4,8,8,7,13.28571429,0,4,8,8,7,13.28571429,0,12.7,3.7,-1.7,Graduate
1132,e8d79ba4-3965-4d33-839f-b6301eb768b3,Portuguese,Female,1,1,1,9,1,1,22,27,32,36,1,0,0,1,0,19,0,0,5,9,4,11,0,0,5,8,3,10.66666667,0,12.4,0.5,1.79,Enrolled
1133,e9252bf0-3732-4757-b143-3747c75d2969,Portuguese,Female,1,1,1,12,1,1,13,1,10,6,0,0,0,1,1,18,0,0,7,7,7,14.07142857,0,0,8,8,8,15.1625,0,13.9,-0.3,0.79,Graduate
1134,e926c722-7dd5-4868-80b0-4da3c15b9978,Portuguese,Female,1,8,1,11,1,1,22,27,6,7,0,0,0,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,Dropout
1135,e930c73a-0301-4936-ad12-da5faf155074,Portuguese,Female,1,15,1,2,1,14,22,27,6,7,0,0,0,0,0,26,0,4,9,9,4,11.25,0,3,10,12,3,11,0,12.4,0.5,1.79,Dropout
1136,e9313990-89b8-43b8-bf9e-dacff7adf35f,Portuguese,Female,1,1,3,5,1,1,22,28,10,10,1,0,0,1,1,18,0,0,6,6,6,14,0,0,6,8,6,13.625,0,10.8,1.4,1.74,Graduate
1137,e95fea8f-0a44-4fb6-be88-9780f5d087ba,Portuguese,Female,1,1,1,11,1,1,1,28,5,10,1,0,0,1,1,21,0,0,6,8,6,12.16666667,0,0,6,11,3,11.66666667,0,10.8,1.4,1.74,Dropout
1138,e97d4e45-7447-4647-aa50-bf4e6297d0ee,Portuguese,Female,1,8,4,12,1,1,23,27,4,4,1,0,0,1,0,18,0,0,8,8,7,13.29714286,0,0,8,8,7,13.29714286,0,10.8,1.4,1.74,Graduate
1139,e983a9a9-329a-475b-868e-fe574edba62b,Portuguese,Female,1,1,1,6,1,1,13,14,5,7,1,0,0,1,0,20,0,0,6,14,6,13.92307692,0,0,6,9,6,14.25,0,15.5,2.8,-4.06,Graduate
1140,e988c86c-9e9c-49e9-92a1-09f060eac252,Portuguese,Female,1,1,6,12,1,1,23,14,6,7,1,0,0,1,0,18,0,0,7,11,7,13.37,0,0,8,13,7,12.83333333,0,15.5,2.8,-4.06,Graduate
1141,e9af4386-f16d-4f70-8ba0-978615346803,Portuguese,Female,1,8,6,9,1,1,13,28,8,10,0,0,0,1,1,19,0,0,5,5,5,12.4,0,0,5,8,3,11,0,12.7,3.7,-1.7,Enrolled
1142,e9fd16b3-c09c-4214-9708-6fd1d2cc7120,Portuguese,Female,1,1,1,14,1,1,1,1,3,3,1,0,0,1,0,20,0,0,5,5,4,15,0,0,5,5,4,13.75,0,7.6,2.6,0.32,Dropout
1143,ea308ca3-89c8-4480-a1e2-2d83a3211fe6,Portuguese,Female,1,1,1,16,1,1,13,14,10,6,0,0,1,1,1,18,0,0,6,6,6,13.33333333,0,0,6,7,6,12.57142857,0,12.7,3.7,-1.7,Graduate
1144,ea39c6d9-1102-4f16-b4c1-f612a050cb68,Portuguese,Female,1,7,2,9,1,1,22,27,10,10,1,0,0,1,1,20,0,0,5,8,3,12,0,0,5,9,4,12.625,0,10.8,1.4,1.74,Enrolled
1145,ea4882af-1633-4f71-a746-49bdaeb73996,Portuguese,Female,1,1,2,3,0,1,13,9,1,1,1,0,0,1,0,22,0,0,6,7,5,13.4,0,0,6,9,5,12.2,0,7.6,2.6,0.32,Graduate
1146,ea4e6f3f-db90-45a7-b398-af82361d21cc,Portuguese,Female,1,1,1,2,1,1,13,28,5,6,1,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Enrolled
1147,ea5d5135-4ec9-4d86-8cf6-959423fd72ad,Portuguese,Female,1,16,1,17,0,1,13,28,6,8,0,0,0,1,0,21,0,1,5,9,4,11.5,0,1,5,5,5,11.4,0,8.9,1.4,3.51,Graduate
1148,ea8a0446-0a13-4834-8ff1-4930a2c107cd,Portuguese,Female,1,9,2,16,1,1,1,1,10,1,0,0,0,1,0,18,0,0,7,12,6,12,0,0,7,11,6,12.16666667,0,13.9,-0.3,0.79,Enrolled
1149,ea92b159-3733-4808-9bba-8b8fcdfed6cf,Portuguese,Female,1,1,1,12,1,1,13,14,5,5,0,0,0,1,0,18,0,0,8,8,7,13.48571429,0,0,8,8,7,13.48571429,0,12.7,3.7,-1.7,Graduate
1150,eaa6b631-e958-4ce0-8f15-9a6a0feec8f3,Portuguese,Female,1,1,1,5,1,1,10,14,5,6,0,1,0,1,1,18,0,0,6,6,6,12,0,0,6,8,6,11.28571429,0,8.9,1.4,3.51,Graduate
1151,eab3c0a2-b102-4008-9df7-12cc24777e1c,Portuguese,Female,1,8,1,2,1,1,22,27,10,2,1,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout
1152,eaf3f1f3-0e61-4bf7-adbd-c5893b3f8e26,Portuguese,Female,1,8,3,9,1,1,1,14,4,6,1,0,0,1,0,19,0,0,5,7,3,10.33333333,0,0,5,11,3,14.42857143,0,10.8,1.4,1.74,Enrolled
1153,eb228f75-efbc-4960-81a0-5fe39e9a6ebc,Portuguese,Female,1,1,1,12,1,1,23,1,10,5,1,0,0,1,0,19,0,0,7,10,5,12.94,0,0,7,7,5,13.76,0,16.2,0.3,-0.92,Enrolled
1154,eb36365f-bdd4-4335-a8b2-56a0668c6307,Portuguese,Female,1,1,3,12,1,1,1,27,8,8,1,0,0,1,0,19,0,0,8,11,7,13.25857143,0,0,8,11,7,13.25857143,0,10.8,1.4,1.74,Graduate
1155,eb3aecc3-0422-4f13-a33c-d4f7d7dedf70,Portuguese,Female,1,1,1,9,1,1,1,2,11,11,1,0,0,1,0,19,0,0,5,9,4,12.25,0,0,5,10,4,12,0,8.9,1.4,3.51,Enrolled
1156,eb5766a7-7587-465b-9217-b8b7e89e6dd7,Portuguese,Female,1,8,1,11,1,1,23,27,10,8,1,0,0,0,0,19,0,0,6,9,3,11.66666667,0,0,6,15,1,10,0,10.8,1.4,1.74,Dropout
1157,eb5cd14d-28a6-4ff7-8747-7812754bbe9b,Portuguese,Female,1,7,4,11,1,1,23,27,10,8,1,0,0,1,1,,0,0,6,,6,13.57142857,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate
1158,eb8fd91c-d732-41f2-9ca6-fe29cde92f21,Brazilian,Female,1,1,2,15,1,1,1,27,10,8,0,0,0,1,1,20,1,0,6,9,5,11.8,0,0,6,9,5,11.83333333,0,15.5,2.8,-4.06,Graduate
1159,ec0c37ad-e108-4f2e-b499-bdf98b95e1f6,Portuguese,Female,1,1,1,9,1,1,13,14,4,10,1,0,0,1,1,20,0,0,5,7,5,14.2,0,0,5,7,5,13.28571429,0,11.1,0.6,2.02,Graduate
1160,ec703702-e307-436e-9545-bc1b48351c29,Portuguese,Female,1,12,1,17,0,12,22,27,10,10,0,0,0,1,0,41,0,0,5,8,5,,0,0,5,6,5,11.8,1,7.6,2.6,0.32,Graduate
1161,ec7f0cbb-b4e5-483d-a87b-b4a9448caafb,Portuguese,Female,4,4,1,12,1,15,22,27,4,4,1,0,0,1,0,32,0,0,7,16,4,13.625,0,0,7,8,7,12.6375,0,12.4,0.5,1.79,Enrolled
1162,ec9ca2e6-a2c0-4239-8e82-77a164c4caa0,Portuguese,Female,1,8,3,12,1,1,23,1,10,6,1,0,0,1,0,18,0,0,8,8,7,14.65285714,0,0,8,8,7,14.65285714,0,10.8,1.4,1.74,Graduate
1163,ec9f596d-8956-4fad-a20b-cb390b7e9699,Portuguese,Female,4,12,1,3,0,1,22,27,4,5,0,0,0,1,1,35,0,0,6,9,6,11.33333333,0,0,6,6,6,11.33333333,0,15.5,2.8,-4.06,Graduate
1164,ecae0831-4068-4ccb-a6ba-802e25e39ebd,Portuguese,Female,1,12,1,12,1,1,22,27,10,10,0,0,1,0,0,32,0,0,7,12,4,13.7,0,0,7,7,0,0,0,16.2,0.3,-0.92,Dropout
1165,ecc2bce4-970c-4110-bbd2-317df19ca59a,Portuguese,Female,1,12,1,3,0,15,13,27,6,10,0,0,0,1,0,37,0,7,11,11,11,13.72727273,0,4,8,8,8,14.75,0,12.4,0.5,1.79,Graduate
1166,ecdb826a-be67-442d-afd5-5cfc57a86df3,Portuguese,Female,2,12,2,9,1,3,3,27,10,10,0,0,0,1,0,30,0,4,7,9,7,11.75,0,3,8,12,7,11.14285714,0,12.7,3.7,-1.7,Dropout
