ID,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Scholarship holder,Age at enrollment,International,Education
dbd8de53-49d4-480f-8a0a-5dbae2a0e1df,1,14,6,6,0,0,1,0,0,23,0,
dbe88675-c2f9-40cb-81f9-9a67ee917e09,13,14,8,8,0,0,0,1,0,20,0,
dbe8eb15-258f-4f88-9ab9-05c8956dc915,22,9,10,11,0,0,0,1,0,27,0,
dc341822-ce07-4b4e-aee1-427afb17550b,13,1,5,5,0,0,0,1,0,18,0,
dc6caffd-ba6c-4dc5-949c-7d90e8db5660,13,1,6,11,1,0,1,1,0,18,0,
dc872318-1317-4954-9b15-9b364e004cc3,13,1,6,11,1,0,1,0,0,23,0,
dcb8c577-1e16-4cd1-a3ca-3f9958f186c8,23,27,6,7,1,0,0,1,1,19,0,
dceb1da5-f2f0-4240-ae9a-572533798ffd,22,28,4,4,0,0,0,1,0,18,0,
dd13bf85-69de-4447-8e71-aa892e17249e,1,14,10,9,1,0,0,1,0,20,0,
dd1c6793-7b6f-41e5-b86b-87aa4ca2d2c6,13,14,10,10,1,0,0,1,0,18,0,
dd331c76-2353-4e6d-b469-afeacfc0b975,1,1,5,5,1,0,0,1,1,19,0,
dd5322c2-cbcc-42ca-9455-fb813708f03e,13,14,9,9,1,0,0,1,1,19,0,
dd7a076c-9546-4206-ac65-440f9e37314f,23,27,6,6,0,0,0,1,0,19,0,
dd947626-e71a-4083-96cf-3e817750b8d6,3,3,2,12,0,0,0,1,0,18,0,
dde3811a-df3b-4c43-b1cd-f1e638cf7e76,22,27,10,6,0,0,0,1,0,18,0,
ddf201cb-13d2-4e46-abdc-5e803f723c29,13,14,5,8,1,0,0,1,0,18,0,
de0f3f16-a62c-48d1-93cc-5776be6706ab,13,28,10,10,0,0,0,0,0,28,0,
dee4c383-9721-4c88-b733-4331050e2e55,22,27,6,10,1,0,0,1,0,19,0,
deea255a-5b1d-4707-964a-d5dd3d16068e,3,1,3,4,1,0,1,1,0,20,0,
df19300c-44a6-4c51-a77f-7cfa537c7784,1,27,5,10,1,0,0,1,1,19,0,
df34d623-1b25-477c-84ef-921d72ed84f9,1,14,5,1,0,1,0,1,1,20,0,
df620376-f753-48c1-acf8-4f040c89b50e,13,14,10,10,1,0,0,1,1,19,0,
df7f9d40-94d5-4474-b152-b9831ba01359,5,1,3,11,1,0,0,1,0,21,0,
dfcd8f30-0390-45d3-bb3e-f195ce84f84a,1,14,10,5,1,0,0,1,1,19,0,
e00d5aad-62a6-4d5f-bcef-e095bf16f582,13,1,10,4,1,0,0,1,1,18,0,
e0427af5-8fc4-4538-a1ba-0842a7e797be,3,1,3,2,0,0,0,1,0,19,0,
e0720393-4ab1-4633-91f9-3a9cdfebd38b,10,28,10,6,0,0,0,1,1,19,0,
e0a59406-e38e-4ba4-bae3-fc9978b6fc92,23,14,18,16,0,0,1,1,0,20,0,
e0c48b66-8e0a-41f4-9360-144809c777ff,1,1,5,1,1,0,0,1,0,18,0,
e0d34d55-a1c3-40e3-ab30-513deeedb3c4,13,14,6,8,0,0,0,1,0,18,0,
e0f7c6aa-3f45-44a2-ab00-f0f94232be25,1,1,5,6,0,0,0,1,0,18,0,
e1f0b3d4-d141-4f12-938a-1a44cb808a69,13,14,6,9,0,0,0,1,0,18,0,
e21ebfc6-d9c2-442a-a01a-7ee196156ff1,22,28,1,8,1,0,0,1,0,18,0,
e253ed7b-e145-460e-910c-5147d98985ca,13,14,5,5,1,0,0,1,0,20,0,
e257ad50-8342-4e03-b62c-a51382d66f23,13,1,10,10,1,0,0,1,1,19,0,
e2da8311-1d8e-46c1-bf12-75c8b847331d,22,27,10,10,1,0,1,0,0,21,0,
e2dbb23d-fb43-440a-b057-32c935d6e970,10,3,6,9,1,0,1,0,0,20,0,
e307cc62-6093-4b06-9b82-96787feb6624,22,28,10,10,1,0,0,1,0,18,0,
e342b242-28d7-409c-bb8c-3269af4baec0,1,4,6,4,0,0,0,1,1,20,0,
e376652c-318c-4c9d-b4c5-8ea75d4cecb6,13,27,2,10,1,0,,1,1,19,0,
e3952ad0-4514-4339-8b4c-fadfe92db37c,13,14,10,10,1,0,0,1,0,22,0,
e39b746a-70da-4d68-a4e7-095c52ef2451,13,14,10,10,1,0,0,0,,22,0,
e3fbc5a4-c7e3-4a4c-8589-d224f12b57e6,23,28,8,6,1,0,0,1,0,18,0,
e40ce29d-3474-4c35-9ebd-edd3dc255960,3,14,10,10,0,0,0,1,0,21,0,
e4109ce6-1456-44c3-90b5-e8f5bf6d99f1,13,14,1,6,1,0,0,1,0,19,0,
e420c010-f5c5-4af7-9fd2-d43fe95ed425,22,28,10,,1,,0,1,0,19,0,
e462e132-ed3a-4cc1-92d3-a578a1f2eb96,19,24,1,1,1,0,0,1,1,20,0,
e473fb2f-587d-4e11-8752-901f16fb3be2,23,14,9,9,1,0,1,1,1,18,0,
e47995ae-d8b2-410b-94af-c574154795f7,13,27,6,10,0,0,0,0,0,22,0,
e48c508b-b86d-4240-aa24-2862bf945565,13,26,12,8,1,0,0,1,0,20,0,
e4b0c8b3-f3f8-47ac-83fc-24e945d67144,23,28,7,7,0,0,0,1,0,19,0,
e5013874-f44d-4500-95d2-aa50f619e09c,1,14,7,8,1,0,0,1,1,19,0,
e57bc463-1e2f-439e-a3f8-a226e79870ad,23,14,10,8,1,0,0,1,1,20,0,
e5909dd5-8cbd-4a93-9327-14e624923c6b,23,28,4,4,0,0,0,1,0,25,0,
e5e127a2-5660-4530-b5d8-71c4cf19ebb1,13,14,10,8,0,0,0,1,1,19,0,
e64f7909-b4dd-4b04-b59d-e89b26a2c04a,23,27,10,8,1,0,0,1,0,19,0,
e694be37-6939-4c8f-bf52-ab6d2576c519,3,28,2,10,1,0,0,0,0,19,0,
e6be7573-d987-42ae-a26c-878a346756e9,23,14,10,6,0,0,0,1,0,20,0,
e73c835c-2959-407a-a044-af71bad0204b,22,27,10,10,1,0,0,1,0,25,0,
e7749ce5-169e-448a-a758-a54441d048e0,13,28,6,10,1,0,0,1,1,20,0,
e7c0628f-e58d-40b1-8860-bf3df59ac88e,23,14,10,10,1,0,0,1,0,24,0,
e7dbdc3e-82c1-48ce-8c1f-055b69dd2746,1,1,6,6,0,0,0,1,0,20,0,
e7f5d833-c79d-4d8a-8acc-959878b3d76d,1,14,5,9,1,0,0,1,0,21,0,
e8006296-0708-4978-ae7b-270b166cdf28,22,28,10,10,0,0,1,1,1,19,0,
e814e8b0-9b66-4ff7-b43f-544864e5e578,23,27,10,10,0,0,0,1,1,19,0,
e81df202-5cc5-421c-897d-56a40d6bd2e7,22,28,10,10,0,0,0,1,1,21,0,
e8282657-d79c-42c4-9866-8668d8f57f00,3,27,3,11,0,0,0,1,0,28,0,
e8348474-e422-4265-854c-2c7c1e77d3ac,22,28,10,10,1,0,1,0,1,19,0,
e864ddbc-6395-4506-96f7-a99faa225690,22,27,10,7,0,0,0,1,1,18,0,
e879db5d-ffd3-4f0a-9703-e78997e419a8,22,28,6,9,1,0,0,1,1,18,0,
e87db953-4713-413c-a7d8-965b14f85029,13,27,8,8,1,0,0,1,1,18,0,
e8d3db28-fd50-4ded-a87c-0ddb354d798c,1,2,10,4,1,0,0,1,0,22,0,
e8d79ba4-3965-4d33-839f-b6301eb768b3,22,27,32,36,1,0,0,1,0,19,0,
e9252bf0-3732-4757-b143-3747c75d2969,13,1,10,6,0,0,0,1,1,18,0,
e926c722-7dd5-4868-80b0-4da3c15b9978,22,27,6,7,0,0,0,0,0,20,0,
e930c73a-0301-4936-ad12-da5faf155074,22,27,6,7,0,0,0,0,0,26,0,
e9313990-89b8-43b8-bf9e-dacff7adf35f,22,28,10,10,1,0,0,1,1,18,0,
e95fea8f-0a44-4fb6-be88-9780f5d087ba,1,28,5,10,1,0,0,1,1,21,0,
e97d4e45-7447-4647-aa50-bf4e6297d0ee,23,27,4,4,1,0,0,1,0,18,0,
e983a9a9-329a-475b-868e-fe574edba62b,13,14,5,7,1,0,0,1,0,20,0,
e988c86c-9e9c-49e9-92a1-09f060eac252,23,14,6,7,1,0,0,1,0,18,0,
e9af4386-f16d-4f70-8ba0-978615346803,13,28,8,10,0,0,0,1,1,19,0,
e9fd16b3-c09c-4214-9708-6fd1d2cc7120,1,1,3,3,1,0,0,1,0,20,0,
ea308ca3-89c8-4480-a1e2-2d83a3211fe6,13,14,10,6,0,0,1,1,1,18,0,
ea39c6d9-1102-4f16-b4c1-f612a050cb68,22,27,10,10,1,0,0,1,1,20,0,
ea4882af-1633-4f71-a746-49bdaeb73996,13,9,1,1,1,0,0,1,0,22,0,
ea4e6f3f-db90-45a7-b398-af82361d21cc,13,28,5,6,1,0,0,1,0,18,0,
ea5d5135-4ec9-4d86-8cf6-959423fd72ad,13,28,6,8,0,0,0,1,0,21,0,
ea8a0446-0a13-4834-8ff1-4930a2c107cd,1,1,10,1,0,0,0,1,0,18,0,
ea92b159-3733-4808-9bba-8b8fcdfed6cf,13,14,5,5,0,0,0,1,0,18,0,
eaa6b631-e958-4ce0-8f15-9a6a0feec8f3,10,14,5,6,0,1,0,1,1,18,0,
eab3c0a2-b102-4008-9df7-12cc24777e1c,22,27,10,2,1,0,0,1,0,19,0,
eaf3f1f3-0e61-4bf7-adbd-c5893b3f8e26,1,14,4,6,1,0,0,1,0,19,0,
eb228f75-efbc-4960-81a0-5fe39e9a6ebc,23,1,10,5,1,0,0,1,0,19,0,
eb36365f-bdd4-4335-a8b2-56a0668c6307,1,27,8,8,1,0,0,1,0,19,0,
eb3aecc3-0422-4f13-a33c-d4f7d7dedf70,1,2,11,11,1,0,0,1,0,19,0,
eb5766a7-7587-465b-9217-b8b7e89e6dd7,23,27,10,8,1,0,0,0,0,19,0,
eb5cd14d-28a6-4ff7-8747-7812754bbe9b,23,27,10,8,1,0,0,1,1,,0,
eb8fd91c-d732-41f2-9ca6-fe29cde92f21,1,27,10,8,0,0,0,1,1,20,1,
ec0c37ad-e108-4f2e-b499-bdf98b95e1f6,13,14,4,10,1,0,0,1,1,20,0,
ec703702-e307-436e-9545-bc1b48351c29,22,27,10,10,0,0,0,1,0,41,0,
ec7f0cbb-b4e5-483d-a87b-b4a9448caafb,22,27,4,4,1,0,0,1,0,32,0,
ec9ca2e6-a2c0-4239-8e82-77a164c4caa0,23,1,10,6,1,0,0,1,0,18,0,
ec9f596d-8956-4fad-a20b-cb390b7e9699,22,27,4,5,0,0,0,1,1,35,0,
ecae0831-4068-4ccb-a6ba-802e25e39ebd,22,27,10,10,0,0,1,0,0,32,0,
ecc2bce4-970c-4110-bbd2-317df19ca59a,13,27,6,10,0,0,0,1,0,37,0,
ecdb826a-be67-442d-afd5-5cfc57a86df3,3,27,10,10,0,0,0,1,0,30,0,
ed2c1cde-c886-4fda-ba9f-c29b1dc2bef1,13,14,1,1,0,0,0,1,0,23,0,
ee028367-1712-4d63-ada7-23095a0fb42a,3,1,3,8,1,0,0,1,1,20,0,
ee117729-0daa-4578-acb7-9e4c760c9e2c,13,27,6,8,0,0,0,1,0,,0,
ee458533-adac-4ce2-9665-5a76976969f0,23,14,6,8,0,0,0,1,0,19,0,
ee4f79dd-22c3-40fd-ae54-ed92c97c636e,1,14,5,4,1,0,0,1,1,18,0,
ee63d457-a43b-4f7a-8cfe-d7249aec3890,19,24,1,1,0,0,0,1,0,18,0,
ee64abe9-359a-4246-bf40-852f54518e81,1,1,5,11,0,0,0,1,0,24,0,
ee754eff-536c-4555-9f82-97a65c32612a,1,27,10,10,1,0,0,1,0,22,0,
ee8808bd-0e84-4097-9efe-e85638da1d32,13,1,6,6,1,0,0,1,0,18,0,
eeb9c417-ce56-4a5b-9bfa-576724e23487,22,27,6,7,1,0,0,1,0,18,0,
eebd8590-d10d-444b-8673-88516ed71049,2,1,10,2,1,0,0,1,0,21,1,
eee58f3f-abda-4fc7-adac-6d07f3aab7f2,22,27,10,10,0,0,1,1,0,38,0,
ef4e71e2-f099-473e-8dd1-8700d8b46c80,23,27,10,10,0,0,,1,1,19,0,
ef90d831-f88e-4296-8e87-4a530a24d872,22,27,10,10,0,0,0,1,0,36,0,
efa6819e-d1a2-4912-9ffb-d32b3902351b,1,1,10,10,1,0,0,1,0,18,0,
efb014b6-f16d-4cae-ba7a-964a4688a7c1,13,14,6,6,1,0,0,1,0,19,0,
efbe6639-eb5b-4e58-b9b1-295ffe1d28e3,13,28,10,10,0,0,,0,0,21,0,
f0017296-5fef-4c8a-a62b-7f6f0f987986,13,28,30,43,1,0,0,1,0,19,0,
f00d7d0e-3b8e-4549-816b-754340442b9e,13,14,10,10,0,0,0,1,1,18,0,
f01b5c1b-e3f3-4162-ab59-83e1230b5030,22,14,10,8,1,0,0,1,0,45,0,
f0291377-c788-45e3-8913-f04faf7b8fb0,22,27,10,8,1,0,0,1,0,20,0,
f061699c-52e0-427a-aa42-694ba81358b6,13,1,6,8,1,0,1,1,0,18,0,
f078705a-c6b7-44f2-841b-75dc24bfbc77,1,14,5,5,0,0,0,1,1,18,0,
f09fdef1-4965-4d4b-8305-b78751d03b6e,19,24,1,1,0,0,0,1,0,25,0,
f0a0041b-8c9c-41be-8016-3f23f5237147,1,1,5,5,1,0,0,1,0,19,0,
f0aa96f7-bcd9-4f3b-98e1-2d786b97025d,13,14,8,8,1,0,0,1,1,18,0,
f0af0027-7e54-46e1-a76e-c7787bbdc5e6,1,1,4,7,0,0,0,1,0,39,0,
f0ea6346-c836-4ca2-8121-de8f7921e84f,23,27,10,10,0,0,0,1,0,29,0,
f10fbb96-7fad-43cb-8e95-0ebb9b68e076,13,14,5,8,1,0,0,1,0,18,0,
f115ed4c-0935-40f0-a6ae-8ff9f1b4beb3,22,2,10,4,0,0,0,0,0,23,0,
f11eb25d-7ea2-404e-b534-f143091177da,1,27,6,6,1,0,0,1,0,21,0,
f1252737-8671-4181-a182-fb02193e54cc,1,14,5,5,0,0,0,0,0,18,0,
f1418bb7-27a6-4177-aa4b-39ea4b5de4fe,1,14,6,6,1,0,0,1,0,23,0,
f17c3675-d2f1-4d9d-9ce6-ad828322eb6d,1,14,5,5,0,0,0,1,0,18,0,
f192bdcd-074a-4c4e-a963-1f3020c6b89d,22,27,5,9,0,0,0,1,0,32,0,
f19a1d92-2368-4d00-9b68-94af3c2c9812,13,27,10,8,0,0,1,0,0,29,0,
f1a919f5-205c-4d05-96ba-e715b5b0ee98,1,28,32,35,1,0,1,1,1,20,0,
f1ce8d3f-cef2-4c0d-9f01-6cb645930533,19,24,1,1,1,0,0,0,0,28,0,
f1e72d02-4a13-4e8c-a32b-7f4ed22162f3,23,28,2,10,0,0,0,1,0,27,0,
f22205be-0ac2-40a2-83b8-8f5ae2392195,22,24,12,1,0,0,1,1,0,22,0,
f22a09b6-aa40-4bd8-9653-01e3ee7a6b08,13,27,10,11,0,0,1,1,0,37,0,
f22d133e-fa98-4d66-a1ef-6e1de4684a3f,22,28,1,6,0,0,0,0,0,28,0,
f2424b75-5f17-4a11-9e19-03f9c3ab5fc8,22,27,10,10,0,0,1,0,0,43,0,
f2780831-ddc5-48d0-b993-de7b8a8e546d,22,27,10,10,1,0,0,0,0,32,0,
f2ec325f-7e76-4f8c-8ec8-326821a300c9,1,1,10,10,0,0,0,1,1,20,0,
f3114537-3421-45ac-aadb-15cf10c2a635,23,1,10,5,0,0,0,1,1,35,0,
f35c8d5f-00bf-463d-aa54-f744a88b1390,22,27,1,1,1,0,0,1,0,21,0,
f367fe50-34a0-4041-ac51-140d54d0d4f9,13,14,8,10,1,0,0,1,1,18,0,
f37ab9e1-77e3-4af8-9868-19642a4f1ff1,3,28,4,8,0,0,0,1,1,18,0,
f39ebc83-1ecc-4073-9503-12c8044770f2,13,14,6,9,1,0,0,1,0,18,0,
f3a1b873-2256-46d0-9758-2d598e58869e,13,27,8,7,1,0,0,1,0,22,0,
f3ae9308-6574-4fa5-9904-96da543641de,1,1,5,11,1,0,0,1,0,19,0,
f3e23c6c-f464-4a87-94c1-0fa68ef54632,13,28,10,8,1,0,0,1,1,18,0,
f43cfe7f-254c-4929-8caf-6e5e5b876776,24,1,4,5,1,0,1,1,0,19,0,
f48f0136-ef58-4a6f-8944-7521f75092f0,13,1,10,6,0,0,0,1,1,18,0,
f4a626a5-d730-4008-8fbb-dd92dd02a714,13,29,6,4,0,0,1,0,0,31,0,
f4b0f2db-7427-45ec-aec0-a01424574504,1,14,2,6,0,0,1,1,1,33,0,
f4c9048a-3c3f-4d04-9a38-eb8fbc72c5b6,13,28,8,8,1,0,0,1,1,19,0,
f4ee7e71-f354-4927-851b-cf71837471f2,23,28,8,8,1,0,0,1,1,18,0,
f51d5fb7-c56c-4092-8dbd-ea619f64498d,7,14,5,4,0,0,0,1,0,23,0,
f564a950-58da-44ec-a66a-2217617150ea,23,28,6,8,1,0,0,1,0,20,0,
f57c6a99-3976-48f6-86e8-809f02da0930,23,28,5,9,1,0,0,1,0,18,0,
f5b10ac3-035b-4c53-9a98-2d00e88aecad,1,1,5,4,1,0,1,1,0,21,0,
f5b52bdd-7937-4325-bb4c-3e1274c4018f,13,28,6,7,0,0,0,1,1,22,0,
f5bb20ee-3b7a-48b5-9e48-c86bd862bc1d,1,14,5,5,1,0,1,1,0,20,0,
f5cd0be7-1181-42a6-ae7d-834b4a437d1c,13,28,5,11,1,0,0,1,0,23,0,
f5d812f4-1ffe-4c61-a4f5-f7cf6cd63a2b,3,1,5,6,1,0,0,1,0,19,0,
f606eddd-3ff8-4165-8eab-16fd98372591,1,27,2,2,1,0,0,1,0,19,0,
f62f3140-3bcc-472c-a20f-d9f3fbc413ad,13,28,8,5,0,0,0,1,0,26,0,
f62fe985-7b86-4256-83ff-1df9f4a573e3,1,27,5,4,1,0,0,1,0,18,0,
f675e1f1-b7c3-4f92-ac6c-bb81ddfb85a6,1,27,8,8,1,0,0,1,0,18,0,
f6ee2727-5956-4d42-a352-a13fc04d8972,23,27,10,10,1,0,0,1,0,20,0,
f6f9ac7d-9916-4590-97f4-b4483dd1d212,3,1,5,5,0,0,0,1,0,19,0,
f71575f7-5e49-47a8-8891-553d72e2fd5f,22,27,10,10,0,0,0,0,0,32,0,
f73927fa-faad-4023-ab33-3bd4109e8448,13,14,5,5,0,0,0,0,0,31,0,
f76eb968-09b5-45bc-97d3-72a73dae03a3,1,14,5,6,0,0,0,1,0,25,0,
f77133d0-1e88-47ba-a992-4141b4331970,13,3,10,2,1,0,0,1,0,21,0,
f77b5238-515d-4c3f-834b-55aa9369558a,22,27,5,10,0,0,0,0,0,31,0,
f7a6a57e-f63f-4bb0-9300-5bd870f60eda,22,27,6,6,0,0,0,1,0,34,0,
f7d1ab55-0e95-435a-b77d-915762aad552,13,14,10,10,0,0,0,1,1,18,0,
f7d7bc6d-ef2a-4061-8c7c-e0bdd94335c8,13,14,10,10,1,0,1,1,0,19,0,
f8425f05-8004-4cc3-9ea7-5561c4c987ad,13,27,4,7,1,0,1,1,0,21,0,
f85621d3-0273-4e05-a57d-31bedbe61946,23,27,6,4,1,0,0,0,0,18,0,
f8747e48-6bd2-47e7-9f1a-d8b7543755af,13,29,5,9,1,0,0,1,0,20,0,
f87ec721-cd24-4fb8-be82-f49218d8b2e4,23,27,10,6,1,0,0,1,0,20,0,
f8831b3c-b298-4a23-87ae-82bbfccd8749,23,28,8,9,1,1,0,1,1,18,0,
f8ae47c5-8e3a-44ba-9c9b-81e106acafc9,23,28,8,9,1,0,0,1,0,19,0,
f92e20af-efac-495d-bb44-b04b106a2155,13,14,6,2,1,0,0,1,0,19,0,
f9ea3265-819d-4a2b-bad6-8ad77d846a83,3,1,6,6,1,0,0,1,1,30,0,
fa1ebd99-773d-414d-85e5-3d7826402f71,13,28,6,6,1,0,0,1,0,19,0,
fa5ce5bb-5990-4668-93cf-70c809697a99,23,27,8,8,1,0,0,1,0,19,0,
fa871562-1315-4431-8c01-45be44d9ccfd,1,27,5,8,1,0,0,1,1,19,0,
fa9ea024-f642-4729-b69b-e70a06f8b5d3,13,28,10,10,1,0,0,1,0,19,0,
fb2506eb-aae2-40fd-a590-f4476e5bba22,1,1,4,4,1,0,0,1,0,20,0,
fb5ce466-c7e6-42cd-b35c-3f2251a7dc2d,13,27,10,4,0,0,1,1,0,25,0,
fb62f5f8-2882-4b8d-9e1e-e75ae85e8a25,13,14,10,10,0,0,0,1,0,19,0,
fb84330a-1c43-4ece-a348-dbe57df9ec20,22,14,8,4,0,0,1,1,1,34,0,
fb8749ff-06a8-45c3-8c9e-626f0834c1ae,23,27,10,6,1,0,0,1,1,18,0,
fb8ae5ec-b846-489a-8925-0e2966b62ce3,1,1,5,6,1,0,0,1,1,18,0,
fb8d5b9e-7add-43a9-86eb-c5d45c1e3114,23,28,10,11,0,0,0,1,0,20,0,
fbb11fa5-4d84-4f1a-a18b-2f2d367f46c2,13,27,10,8,1,0,0,1,1,20,0,
fbb4f21c-8e5c-4c84-b8b3-6639a2125aee,23,28,29,44,0,0,1,1,0,23,0,
fbd2137a-cef9-44db-954a-65c04baad6fd,22,27,7,7,0,0,0,1,0,28,0,
fbda0b96-3b66-483d-9c91-e30a9c9b5ece,22,14,10,11,0,0,0,1,0,18,0,
fc690fe0-7af0-428c-86c4-3542ec07dc0d,13,28,10,10,1,0,0,1,0,19,0,
fc6c5d3e-845c-4e3b-afb8-a36f924493a0,23,27,10,9,1,0,0,1,0,34,0,
fc9410f9-05c7-4c41-a07d-42f7bb8e1db9,22,27,8,9,0,0,0,1,0,35,0,
fc9963cb-fd4c-4007-88a4-2b1d43ad0a38,22,27,10,8,0,0,0,1,0,32,0,
fc9f527a-52c9-463f-8e8d-ba1f2b495325,13,14,5,8,1,0,0,1,0,19,0,
fcb9fac0-d66b-4459-aa56-f5ea9b4e2b75,1,14,10,8,1,0,0,1,0,18,0,
fd110a38-0922-487b-820f-a70d3367fd31,22,27,10,10,0,0,0,0,0,35,0,
fd6335f6-ade3-4581-9933-a60fa4748363,1,10,5,6,0,0,0,1,1,24,0,
fd94748d-7e15-4cdc-b769-cbdd119c27f6,13,27,10,10,1,0,0,1,1,20,0,
fdd82c06-b6f0-4ab9-a264-b44d4c12bcf8,13,14,5,10,1,0,0,1,1,18,1,
fdfbc0c8-4f2c-49d0-a98f-17c802f06bed,23,14,8,10,1,0,0,1,1,20,0,
fe2532e5-4331-4c27-9f93-9a245ed50da8,1,14,5,8,1,0,0,0,0,18,0,
fe286ea2-20bf-41d8-82e9-906c51ae92be,13,14,5,5,0,0,0,1,1,18,0,
fe291319-c0a0-4869-945e-1faa5df78438,13,27,6,8,0,0,0,1,1,20,0,
fe2fa313-8d66-4495-a961-7ace2ffbbdf1,13,28,4,4,1,0,0,1,0,19,0,
fe7c9828-ffb7-46ef-83ce-3f55a69c1beb,1,1,5,10,1,0,0,1,1,20,0,
fe7e778e-7c9b-4c08-84c9-1154a39ac2a7,13,1,10,10,0,0,0,1,0,19,0,
fea33ba3-575e-4d4c-8009-4cb04079f638,21,27,1,1,1,0,0,1,0,20,0,
fec8e2f3-8233-4e8d-94ec-0b2042badfae,13,14,10,8,1,0,0,1,0,22,0,
feffe336-ae3a-4fdf-86ca-7d9eabd16a5c,1,14,10,9,0,0,0,1,1,18,0,
ff08c5e0-6dc4-4bd1-87ce-ef57efcd2192,23,28,10,10,0,0,0,1,0,19,0,
ff0e0a16-a22a-4cc6-b2f0-c673796534d4,1,14,10,8,0,0,0,1,0,22,0,
ff76802d-cb40-4017-be43-33d93fe97a5c,4,10,3,10,1,0,0,1,0,20,1,
ff7960ec-d45e-4955-af16-c24eb2126924,1,31,10,4,0,0,1,0,0,34,0,
ff8cbdba-fdb5-41e1-ba27-8781b54d5a99,1,1,5,5,0,0,0,1,0,24,0,
ffcd6931-8a6a-4a62-8f3f-cd59ef355120,19,24,1,1,1,0,0,,0,26,0,
ffd9480f-9560-4f6b-ace1-5983b5ffa86f,22,27,10,7,0,0,0,1,0,35,0,
fffed543-93c3-41ab-a7b1-315eae77753d,2,27,5,10,1,0,0,1,0,22,0,
00028ac1-a0ab-486f-bfdd-de2b0bf70980,23,28,6,6,1,0,0,1,0,26,0,
0042c5f7-ced9-44b6-be73-7064e2469311,1,14,4,5,0,0,0,1,0,19,0,
00d10437-4030-4db2-ab4c-f02719184321,3,14,4,10,1,0,0,0,0,19,0,
00db84e6-926d-4c62-96cf-157d4af6b6f5,3,3,3,3,0,0,1,1,0,20,0,
00e6ec8f-86f2-415c-8487-9da70898a56f,3,3,2,11,0,0,1,1,0,21,0,
01574930-3f7a-46eb-9f47-8dafc40101bd,1,14,8,8,1,0,0,1,1,19,0,
01cf5564-5edc-41df-8c8c-8dc712fad3fe,13,14,10,10,1,0,,1,0,,0,
0211823f-d2a3-4901-8655-690608a32ce8,1,28,9,9,0,0,0,1,1,23,0,
028549f9-a0e8-43ed-8441-7bdef2bdf1ea,13,28,6,,1,0,0,1,1,18,0,
029c6b75-3f75-453e-9bc5-ec1d94f19d3f,22,28,6,8,1,0,0,1,0,18,0,
02d7cbdb-778d-48a9-bd74-3abd48d02fc9,23,28,10,10,1,0,0,1,0,19,0,
03133fd0-43aa-4976-816d-1407417f10aa,1,14,21,37,1,0,0,1,0,21,0,
034dd651-d510-4e1d-9b67-d6d2f875adbd,22,27,10,7,1,0,0,1,1,18,0,
03a0d5c3-5d0c-41e8-8d6a-70796d97654a,23,27,10,6,1,0,0,1,1,24,0,
03a61d89-f856-4175-8e8b-5975ea9efa3f,3,29,3,4,1,0,0,1,0,18,0,
03a87f1a-d78c-4af9-b674-37de4ac68d9d,13,1,6,8,1,0,0,1,0,18,0,
03aa1fcc-061e-4252-beaa-00f5a14b5696,13,27,10,8,1,0,0,1,0,20,0,
03bd7a65-9891-4808-9ba1-d0c3e3773836,1,14,5,10,1,0,0,1,0,19,0,
040bfda4-b198-4cf7-a9f7-219114ba15db,19,28,1,9,1,0,0,0,1,18,0,
041226a9-4953-4981-800c-c2f7fa88a389,1,14,6,8,0,0,0,1,1,19,0,
0462fd54-e03e-4861-a2f7-225911427b71,1,28,5,9,1,0,0,1,0,19,0,
04cb187a-1544-4526-baf1-aedbe9c43274,1,28,10,4,0,0,1,1,0,18,0,
04e66754-e959-4069-b428-3f4bfbc21637,13,1,32,16,1,0,0,1,0,20,0,
04ee59ec-7249-4748-a583-9008630686d1,23,28,10,10,1,0,0,1,1,18,0,
050c899f-874c-42be-b0ef-ee56e4574c2c,23,28,6,6,1,0,0,1,1,19,0,
051b8d70-6561-4bc4-8535-2c415d0f2e66,3,28,3,11,1,0,0,1,0,18,0,
0520280c-9f96-4f2f-a79d-fd72b0685ad7,22,27,10,10,1,0,0,1,0,18,0,
0594682b-6957-4308-8643-13d3c9666abc,1,27,5,10,1,0,0,1,0,21,0,
05999842-4cf2-4b76-8e26-199b0865f934,19,28,1,8,1,0,1,0,0,19,0,
05a8774f-88f1-4b48-b79e-0b45f13c1f37,1,1,4,4,1,0,0,1,0,21,0,
05a8c30e-1f03-43d7-9e68-0366834abdcf,4,1,3,10,0,0,0,1,0,18,0,
05ca496f-b613-44b0-a43f-19fa22d8ffd6,13,28,10,8,0,0,0,1,1,18,0,
061a133a-942d-49a9-966b-58f51a9806d2,1,1,4,11,0,0,0,1,0,18,0,
06464fd4-7841-4a88-a90a-7167a6a46fda,3,1,2,4,0,0,0,0,0,23,0,
067e1bf1-fc76-463b-a7c9-040a7c40b7f8,13,27,8,8,1,0,0,1,0,20,0,
068ea81a-036f-4b1e-b89d-5c4307d0a745,23,28,6,6,0,0,0,1,0,18,0,
06c3bd92-f7bf-4bd7-968c-60500a82b5db,1,14,3,11,1,0,0,1,0,19,0,
06ecb60f-aa84-474a-bbc3-a1ff12af7ecf,1,28,4,8,0,0,0,1,1,27,0,
